4,0x493c39Da8adF2a8f2199b96FCcaFF246Da586F9c,11515062018380039410,True
4,0x837666cCc4C28B668988E4dAE130B125526843b7,13997877440301731618,True
4,0x41860C2c0fA9f7b0dAf473391171D9690C893E98,28173766822097365648547,True
4,0x8Db4423F7Cb400f3eDD6D1deAFdDE99AD886fD57,4579870697637826510778,True
4,0x5DCa99fAcB41B44BF4217d1de0E568693d021405,1340321788934582327479950,True
4,0xe56eE0e0132939bbF53E9D0b3d2E32f75C223d1B,105735753378952804748529,True
4,0x1548461c2AC1061b71a1cA3D498f900D03EFC006,2218655340863750875556538,True
4,0x2125d5c285ddFBed4e9EA20d08B190eE8Bb54C8e,70829289102517905637675,True
4,0x8D309B19184fC72fCC45bB002D7Ea70822AFF12A,49568541589251232789,True
4,0x935FacB8E7a1cA633E034F65a8E3F52F17Aaf680,1108839266341372205429,True
4,0x034E9C7baC42C945e35034d8bF0870425e82e4f7,6348436555666160927942,True
4,0xB7d0737585599436943A4d911c7E670843cd9255,9332366765964082637779,True
4,0xca22C688DbE89ae28B621714fAeaBFbb77bb75A8,598411682864434608477,True
4,0x31079E5306823ED4647fa6f8dCc906eB1abFa56D,1247458071225190563797,True
4,0xDfFb9B7F70f265F50e2F9db39B884E12a1b509e8,4644233542909889361936,True
4,0x4f1DCC1Fc3B5647D156920d086eaA887d39aa611,4188872355045830882771,True
4,0x5183461fA62f6f931412aB1625c4E1654902Ef5b,5592385862489484912688,True
4,0x0d15ddc5D9ec6D81E77fD97041C7Ebcfc227d4cC,1300518082852828233216,True
4,0x7b655417604a838EAA24B903eA35afD07EDF7358,22639204627593303155014,True
4,0x3F7520dd918872D4917E72164A797e7E05108ecD,575806026950606961800,True
4,0x39f2a180eD184eaA2DaBDf46645d277B353f3517,3104880155603270317714,True
4,0x5593b9133Efb316f2D7a9BC8Abc89E88E595D60b,1429149499890312840109,True
4,0xc3f986E82194C8D54db93A6f345920Ecc6E26Ff9,2824774305692079977801,True
4,0x173872853a1b872cB5ca5C1079B90a38dA42AfCE,165491717454797089604776,True
4,0x312D2B2E40D50590694A9Ec9C3DBdFf7130588c1,1202054463527024222917,True
